Neighbor_Word,Similarity,Target_Word,Period,Model_Type,Rank
international_terrorism,0.5885310769081116,terrorism,20010911-2019,CBOW,3
fight_terrorism,0.5478758811950684,terrorism,20010911-2019,CBOW,4
war_terror,0.48503991961479187,terrorism,20010911-2019,CBOW,5
combat_terrorism,0.4697265028953552,terrorism,20010911-2019,CBOW,6
terrorist,0.45637065172195435,terrorism,20010911-2019,CBOW,7
terrorist_activity,0.4513108730316162,terrorism,20010911-2019,CBOW,8
act_terrorism,0.43969157338142395,terrorism,20010911-2019,CBOW,9
terrorism_extremism,0.42114701867103577,terrorism,20010911-2019,CBOW,10
homegrown_terrorist,0.4143332242965698,terrorism,20010911-2019,CBOW,11
extremism,0.40759748220443726,terrorism,20010911-2019,CBOW,12
terror_network,0.40707626938819885,terrorism,20010911-2019,CBOW,13
counter_terrorism,0.39809295535087585,terrorism,20010911-2019,CBOW,14
terrorist_network,0.3883337080478668,terrorism,20010911-2019,CBOW,15
islamic_extremism,0.3876427412033081,terrorism,20010911-2019,CBOW,16
terror_attack,0.3822569251060486,terrorism,20010911-2019,CBOW,17
counterterrorism,0.37649810314178467,terrorism,20010911-2019,CBOW,18
vestige_cold,0.3763870596885681,terrorism,20010911-2019,CBOW,19
radical_islam,0.3713897466659546,terrorism,20010911-2019,CBOW,20
criminal_act,0.3673880100250244,terrorism,20010911-2019,CBOW,21
global_war_terror,0.3668154180049896,terrorism,20010911-2019,CBOW,22
anti_terrorism,0.36532849073410034,terrorism,20010911-2019,CBOW,23
islamic_extremist,0.36522191762924194,terrorism,20010911-2019,CBOW,24
jihad_holy,0.3607988953590393,terrorism,20010911-2019,CBOW,25
terror,0.6391423940658569,terrorist,20010911-2019,CBOW,1
terrorist_organization,0.6187840104103088,terrorist,20010911-2019,CBOW,2
terrorist_network,0.6015447378158569,terrorist,20010911-2019,CBOW,3
terror_network,0.5734191536903381,terrorist,20010911-2019,CBOW,4
terrorist_activity,0.5626867413520813,terrorist,20010911-2019,CBOW,5
terrorist_cell,0.5547060966491699,terrorist,20010911-2019,CBOW,6
islamic_extremist,0.5216287970542908,terrorist,20010911-2019,CBOW,7
extremist,0.5149402618408203,terrorist,20010911-2019,CBOW,8
international_terrorism,0.5083460211753845,terrorist,20010911-2019,CBOW,9
homegrown_terrorist,0.4716954231262207,terrorist,20010911-2019,CBOW,10
terrorists,0.47014570236206055,terrorist,20010911-2019,CBOW,11
enemy,0.46042346954345703,terrorist,20010911-2019,CBOW,12
al_qaeda_network,0.45982688665390015,terrorist,20010911-2019,CBOW,13
islamic_militant,0.459404319524765,terrorist,20010911-2019,CBOW,14
terrorism,0.45637062191963196,terrorist,20010911-2019,CBOW,15
perpetrator,0.45539677143096924,terrorist,20010911-2019,CBOW,16
global_terrorism,0.4443833529949188,terrorist,20010911-2019,CBOW,17
muslim_extremist,0.444355309009552,terrorist,20010911-2019,CBOW,18
bin_laden_network,0.4442947804927826,terrorist,20010911-2019,CBOW,19
terror_attack,0.44407984614372253,terrorist,20010911-2019,CBOW,20
islamic_radical,0.4440309405326843,terrorist,20010911-2019,CBOW,21
aryan,0.44401317834854126,terrorist,20010911-2019,CBOW,22
act_terrorism,0.4356411397457123,terrorist,20010911-2019,CBOW,23
detect_disrupt,0.4346057176589966,terrorist,20010911-2019,CBOW,24
al_qaeda,0.4331457316875458,terrorist,20010911-2019,CBOW,25
terror,0.6656318306922913,terrorism,20010911-2019,SkipGram,1
terrorist,0.5939980149269104,terrorism,20010911-2019,SkipGram,2
international_terrorism,0.5802314877510071,terrorism,20010911-2019,SkipGram,3
fight_terrorism,0.5616101026535034,terrorism,20010911-2019,SkipGram,4
preserve_flexibility,0.5570487976074219,terrorism,20010911-2019,SkipGram,5
explain_understood,0.5454325675964355,terrorism,20010911-2019,SkipGram,6
unnecessary_costly,0.5353415012359619,terrorism,20010911-2019,SkipGram,7
global_terrorism,0.5211174488067627,terrorism,20010911-2019,SkipGram,8
compile_interagency,0.5188122987747192,terrorism,20010911-2019,SkipGram,9
considerable_difficulty,0.5144062638282776,terrorism,20010911-2019,SkipGram,10
ed_republican_strategist,0.510522186756134,terrorism,20010911-2019,SkipGram,11
linchpin_effort,0.5095563530921936,terrorism,20010911-2019,SkipGram,12
criticize_imprecise_speculative,0.5088974833488464,terrorism,20010911-2019,SkipGram,13
undermine_ongoing,0.5085240006446838,terrorism,20010911-2019,SkipGram,14
terror_attack,0.5084898471832275,terrorism,20010911-2019,SkipGram,15
major_restructuring,0.4991788864135742,terrorism,20010911-2019,SkipGram,16
danger_inaction,0.496164470911026,terrorism,20010911-2019,SkipGram,17
integral_part_broad,0.4940156042575836,terrorism,20010911-2019,SkipGram,18
consume_energy,0.4937359392642975,terrorism,20010911-2019,SkipGram,19
bid_salvage,0.49120423197746277,terrorism,20010911-2019,SkipGram,20
profound_diversion,0.4907071590423584,terrorism,20010911-2019,SkipGram,21
effectively_counter,0.4905448853969574,terrorism,20010911-2019,SkipGram,22
antiterrorism_strategy,0.4875486195087433,terrorism,20010911-2019,SkipGram,23
iraq_detract,0.4874453544616699,terrorism,20010911-2019,SkipGram,24
bold_stroke,0.48735877871513367,terrorism,20010911-2019,SkipGram,25
terror,0.6748372316360474,terrorist,20010911-2019,SkipGram,1
terrorism,0.5939980149269104,terrorist,20010911-2019,SkipGram,2
homegrown_extremist,0.5898070931434631,terrorist,20010911-2019,SkipGram,3
wherever_hide,0.5676146149635315,terrorist,20010911-2019,SkipGram,4
administration_evidence_scanty,0.5669702291488647,terrorist,20010911-2019,SkipGram,5
al_qaeda,0.5634211897850037,terrorist,20010911-2019,SkipGram,6
terrorist_network,0.5622610449790955,terrorist,20010911-2019,SkipGram,7
tobe,0.5616511702537537,terrorist,20010911-2019,SkipGram,8
prudent_step,0.5564432740211487,terrorist,20010911-2019,SkipGram,9
trove_information,0.555877685546875,terrorist,20010911-2019,SkipGram,10
aryan,0.5547938942909241,terrorist,20010911-2019,SkipGram,11
associated_al_qaeda,0.5542795658111572,terrorist,20010911-2019,SkipGram,12
gravest_danger,0.552093505859375,terrorist,20010911-2019,SkipGram,13
brutalize_torture,0.5490908026695251,terrorist,20010911-2019,SkipGram,14
requirement_collector,0.5476807355880737,terrorist,20010911-2019,SkipGram,15
cold_blood_killer,0.5470633506774902,terrorist,20010911-2019,SkipGram,16
terror_network,0.5449074506759644,terrorist,20010911-2019,SkipGram,17
plot_al_qaeda,0.5424083471298218,terrorist,20010911-2019,SkipGram,18
sleeper_agent,0.53940349817276,terrorist,20010911-2019,SkipGram,19
finance_al_qaeda,0.5381925702095032,terrorist,20010911-2019,SkipGram,20
sustain_systematic,0.5381216406822205,terrorist,20010911-2019,SkipGram,21
shopping_center_supermarket,0.5362823009490967,terrorist,20010911-2019,SkipGram,22
lone_extremist,0.5356820821762085,terrorist,20010911-2019,SkipGram,23
bly_oregon,0.5347100496292114,terrorist,20010911-2019,SkipGram,24
keenly_interested,0.5346981883049011,terrorist,20010911-2019,SkipGram,25
